COIL_NO,NUMBER_OF_PASSES,PASS_NO,PASS_INPUT_THICKNESS,PASS_OUTPUT_THICKNESS
K4A1180000,5,3,1.76,1.38
K4A1180000,5,4,1.38,1.08
K4A1070000,5,1,2.78,2.22
K4A1070000,5,2,2.21,1.77
K4A1201000,5,4,1.43,1.14
K4A1201000,5,5,1.14,0.91
K4A1202000,5,1,2.77,2.24
K4A1165000,5,1,2.81,2.22
K4A1194000,5,3,1.77,1.38
K4A1194000,5,4,1.38,1.08
K4A1027000,5,5,0.55,0.41
K4A0985000,5,2,1.61,1.2
K4A0985000,5,3,1.2,0.87
K4A1018000,4,1,2.2,1.45
K4A1018000,4,2,1.45,0.97
K4A1048000,4,1,2.02,1.37
K4A1048000,4,2,1.36,0.93
K4A1048000,4,4,0.62,0.41
K4A0818000,4,1,1.97,1.46
K4A1042000,4,4,0.63,0.41
K4A1100000,4,1,2,1.4
K4A1211000,5,5,1.09,0.86
K4A0964000,5,5,0.6,0.44
K4A1209000,5,5,1.09,0.86
K4A0776000,4,1,2,1.36
K4A0950000,4,4,0.65,0.45
K4A0953000,5,5,0.54,0.39
K4A0936000,5,4,0.7,0.49
K4A0802000,4,3,0.94,0.65
K4A0802000,4,4,0.65,0.44
K472410000,6,2,2.25,1.83
K472410000,6,3,1.83,1.51
K472410000,6,4,1.51,1.27
K491696000,6,2,1.75,1.4
K491696000,6,3,1.4,1.13
K491696000,6,4,1.14,0.92
K491696000,6,5,0.92,0.75
K491704000,6,1,3.17,2.62
K491704000,6,2,2.6,2.14
K491691000,6,5,0.92,0.75
K491695000,6,1,2.19,1.74
K491695000,6,2,1.74,1.4
K491695000,6,5,0.92,0.75
K491695000,6,6,0.75,0.62
K491693000,6,5,0.92,0.75
K491693000,6,6,0.75,0.61
K491692000,6,1,2.2,1.71
K491692000,6,2,1.7,1.37
K491694000,6,2,1.69,1.37
K482524000,7,7,1.06,0.86
K490493000,6,1,2.49,2.01
K491697000,6,5,0.9,0.73
K4A0599000,7,6,1.99,1.71
K4A0599000,7,7,1.72,1.5
K491702000,6,1,3.19,2.59
K491683000,7,6,0.71,0.6
K4A1188000,6,1,2.81,2.3
K4A1188000,6,2,2.29,1.9
K4A1191000,5,2,2.22,1.77
K4A1191000,5,3,1.77,1.42
K4A1200000,5,1,2.81,2.23
K4A1212000,5,1,2.81,2.22
K4A1212000,5,2,2.22,1.77
K4A1212000,5,3,1.78,1.4
K4A1212000,5,4,1.4,1.1
K4A1212000,5,5,1.1,0.87
K4A1197000,5,4,1.39,1.08
K4A1197000,5,5,1.08,0.85
K4A1307000,5,5,1.09,0.85
K4A1190000,5,1,2.79,2.22
K4A1190000,5,2,2.21,1.76
K4A1014000,5,2,1.48,1.12
K4A1014000,5,3,1.12,0.83
K4A1014000,5,4,0.83,0.6
K4A0896000,5,5,0.54,0.39
K4A1201000,5,1,2.8,2.22
K4A1201000,5,2,2.22,1.77
K4A1201000,5,3,1.77,1.42
K4A1365000,5,1,2.82,2.23
K4A1183000,5,4,1.39,1.08
K4A1183000,5,5,1.08,0.86
K4A1257000,5,5,1.09,0.86
K4A1376000,5,2,1.47,1.12
K4A1376000,5,3,1.1,0.79
K4A1376000,5,4,0.8,0.58
K4A1376000,5,5,0.58,0.42
K4A1194000,5,5,1.08,0.86
K4A1162000,5,1,2.77,2.24
K4A1162000,5,2,2.21,1.76
K4A1156000,5,4,1.38,1.08
K4A1156000,5,5,1.08,0.85
K4A1408000,5,4,1.39,1.09
K4A1408000,5,5,1.09,0.86
K4A1189000,5,2,2.21,1.76
K4A1189000,5,3,1.76,1.38
K4A1189000,5,4,1.39,1.09
K4A1168000,5,1,2.81,2.22
K4A1168000,5,2,2.21,1.76
K4A1168000,5,3,1.77,1.38
K4A1399000,5,1,1.98,1.49
K4A1399000,5,2,1.46,1.08
K4A1399000,5,5,0.57,0.41
K4A1129000,6,6,1.09,0.9
K4A1078000,5,1,2.79,2.31
K4A1078000,5,2,2.29,1.91
K4A1078000,5,3,1.91,1.58
K4A1078000,5,4,1.59,1.31
K4A1150000,5,4,1.4,1.12
K4A1150000,5,5,1.12,0.9
K4A0985000,5,1,2.18,1.62
K4A1028000,4,1,2.01,1.36
K4A1028000,4,2,1.36,0.94
K4A1018000,4,3,0.97,0.63
K4A1018000,4,4,0.63,0.41
K4A1148000,5,1,2.83,2.22
K4A1148000,5,2,2.21,1.77
K4A1148000,5,3,1.77,1.42
K4A1148000,5,4,1.43,1.13
K4A1207000,5,1,2.8,2.22
K4A1207000,5,2,2.22,1.77
K4A1207000,5,3,1.78,1.42
K4A1207000,5,4,1.42,1.14
K4A1130000,5,1,2.79,2.24
K4A1100000,4,3,0.94,0.63
K4A1211000,5,3,1.78,1.38
K4A1211000,5,4,1.39,1.09
K4A1210000,5,1,2.79,2.22
K4A1210000,5,2,2.22,1.76
K4A1210000,5,3,1.77,1.38
K4A0888000,5,4,0.75,0.55
K4A0888000,5,5,0.55,0.4
K4A1015000,5,3,1.2,0.88
K4A0776000,4,4,0.65,0.44
K4A1029000,4,2,1.37,0.93
K4A1029000,4,3,0.94,0.62
K4A1029000,4,4,0.62,0.41
K4A0936000,5,1,2,1.36
K4A0936000,5,2,1.44,1
K4A0936000,5,3,1,0.7
K491463000,7,2,2.94,2.51
K491463000,7,3,2.51,2.16
K472410000,6,1,2.8,2.24
K472410000,6,5,1.26,1.07
K472410000,6,6,1.07,0.92
K481412000,6,2,2.26,1.83
K481412000,6,3,1.82,1.51
K481412000,6,4,1.52,1.27
K4A0536000,7,4,2.88,2.43
K4A0536000,7,5,2.43,2.07
K4A0536000,7,6,2.08,1.77
K491696000,6,1,2.22,1.74
K491696000,6,6,0.75,0.61
K491691000,6,6,0.75,0.61
K491774000,6,4,1.8,1.49
K491774000,6,5,1.48,1.27
K491774000,6,6,1.24,1.04
K491692000,6,3,1.38,1.11
K491692000,6,4,1.11,0.9
K491694000,6,1,2.22,1.72
K482524000,7,2,2.24,1.82
K482524000,7,3,1.83,1.5
K491683000,7,7,0.6,0.51
K491688000,7,2,1.58,1.28
K491688000,7,3,1.29,1.04
K491688000,7,4,1.04,0.85
K4A1191000,5,4,1.43,1.14
K4A1191000,5,5,1.14,0.9
K4A0733000,5,3,1.08,0.79
K4A0733000,5,4,0.79,0.57
K4A1274000,6,1,2.2,1.67
K4A1307000,5,3,1.77,1.39
K4A1307000,5,4,1.38,1.08
K4A1198000,5,5,1.11,0.87
K4A1135000,5,1,2.8,2.22
K4A1205000,5,5,1.08,0.86
K4A1206000,5,1,2.79,2.21
K4A1206000,5,2,2.21,1.77
K4A1206000,5,3,1.78,1.42
K4A1186000,5,4,1.39,1.09
K4A1186000,5,5,1.09,0.86
K4A1329000,5,1,2.85,2.23
K4A1329000,5,2,2.21,1.77
K4A1329000,5,3,1.78,1.39
K4A1365000,5,4,1.39,1.09
K4A1365000,5,5,1.09,0.86
K4A1376000,5,1,2.02,1.46
K4A1231000,5,4,1.39,1.08
K4A1231000,5,5,1.09,0.86
K4A1162000,5,3,1.76,1.38
K4A1162000,5,4,1.38,1.08
K4A1162000,5,5,1.08,0.86
K4A1413000,5,1,1.98,1.45
K4A1213000,5,1,2.8,2.22
K4A1213000,5,2,2.22,1.76
K4A1154000,5,5,1.12,0.9
K4A1027000,5,2,1.44,1.05
K4A1027000,5,3,1.05,0.76
K4A1012000,5,3,1.21,0.87
K4A1012000,5,4,0.88,0.63
K4A1046000,4,1,2.01,1.38
K4A1299000,4,4,0.65,0.44
K470854000,7,1,3.02,2.54
K4A0537000,7,1,4.8,3.96
K491773000,7,1,3.22,2.66
K491773000,7,2,2.66,2.23
K491773000,7,3,2.23,1.89
K491773000,7,4,1.9,1.61
K482418000,7,4,1.5,1.24
K482418000,7,5,1.24,1.03
K4A0535000,7,2,3.95,3.36
K4A0535000,7,3,3.37,2.87
K4A0535000,7,4,2.87,2.43
K4A0535000,7,5,2.43,2.07
K491733000,6,1,3.15,2.6
K491733000,6,2,2.61,2.13
K491733000,6,3,2.15,1.76
K491733000,6,4,1.76,1.45
K4A0536000,7,7,1.76,1.52
K491691000,6,1,2.16,1.74
K491774000,6,1,3.14,2.61
K491688000,7,5,0.86,0.71
K4A1188000,6,3,1.91,1.58
K4A1188000,6,4,1.59,1.32
K4A1188000,6,5,1.32,1.09
K4A1200000,5,2,2.22,1.77
K4A1200000,5,3,1.77,1.42
K4A1200000,5,4,1.42,1.14
K4A1200000,5,5,1.15,0.91
K4A1170000,5,4,1.42,1.13
K4A1170000,5,5,1.14,0.9
K4A1163000,5,1,2.81,2.22
K4A1163000,5,2,2.22,1.77
K4A1145000,6,1,2.19,1.69
K4A1145000,6,2,1.69,1.29
K4A1145000,6,3,1.29,0.99
K4A1199000,5,1,2.78,2.22
K4A1199000,5,2,2.23,1.76
K4A1199000,5,3,1.76,1.38
K4A1199000,5,4,1.38,1.08
K4A1180000,5,1,2.79,2.22
K4A1070000,5,3,1.77,1.4
K4A1070000,5,4,1.4,1.1
K4A1070000,5,5,1.1,0.87
K4A1192000,5,1,2.78,2.23
K4A1192000,5,2,2.2,1.76
K4A1192000,5,3,1.77,1.39
K4A1192000,5,4,1.4,1.1
K4A1192000,5,5,1.1,0.86
K4A1208000,5,3,1.78,1.42
K4A1208000,5,4,1.43,1.14
K4A1208000,5,5,1.14,0.9
K4A1377000,6,5,1.23,1.01
K4A1377000,6,6,1.01,0.85
K4A1255000,5,1,2.82,2.23
K4A1257000,5,1,2.83,2.22
K4A1257000,5,2,2.21,1.76
K4A1213000,5,3,1.77,1.38
K4A1185000,5,1,2.81,2.21
K4A1185000,5,5,1.09,0.86
K4A1156000,5,1,2.81,2.23
K4A1156000,5,2,2.21,1.76
K4A1156000,5,3,1.76,1.38
K4A1408000,5,1,2.8,2.21
K4A1233000,5,1,2.82,2.21
K4A1414000,5,3,1.08,0.78
K4A1414000,5,4,0.78,0.56
K4A1168000,5,4,1.39,1.09
K4A1168000,5,5,1.08,0.85
K4A1409000,6,1,2.21,1.68
K4A1409000,6,2,1.68,1.29
K4A1409000,6,6,0.54,0.41
K4A1167000,5,4,1.39,1.08
K4A1167000,5,5,1.08,0.85
K4A1169000,5,1,2.79,2.25
K4A1169000,5,2,2.22,1.76
K4A1169000,5,3,1.76,1.38
K4A1169000,5,4,1.39,1.09
K4A1187000,5,1,2.77,2.24
K4A1187000,5,2,2.22,1.76
K4A1187000,5,3,1.78,1.38
K4A1187000,5,5,1.08,0.85
K4A1232000,5,1,2.78,2.24
K4A1232000,5,2,2.22,1.76
K4A1232000,5,3,1.77,1.38
K4A1232000,5,4,1.39,1.08
K4A1232000,5,5,1.08,0.85
K481476000,6,1,2.82,2.24
K481476000,6,2,2.25,1.83
K4A0447000,7,1,2.21,1.79
K4A0447000,7,7,0.8,0.67
K491685000,7,1,1.99,1.61
K491685000,7,2,1.6,1.3
K491685000,7,3,1.3,1.06
K491685000,7,4,1.06,0.88
K481499000,6,1,3,2.43
K481499000,6,2,2.43,2.01
K4A1306000,6,2,2.3,1.91
K4A1306000,6,3,1.92,1.58
K4A1330000,5,5,1.09,0.87
K4A1481000,6,2,1.67,1.3
K4A1481000,6,3,1.28,0.97
K4A1481000,6,5,0.73,0.55
K4A1481000,6,6,0.54,0.41
K4A1224000,5,1,2.79,2.23
K4A1460000,5,1,2.81,2.22
K4A1460000,5,2,2.22,1.77
K4A1460000,5,3,1.77,1.41
K4A1538000,5,5,0.7,0.52
K4A1607000,6,5,0.73,0.56
K4A1573000,5,4,0.76,0.54
K4A1573000,5,5,0.54,0.39
K4A1613000,5,5,0.59,0.42
K482338000,5,3,1.55,1.22
K482338000,5,4,1.22,0.95
K482338000,5,5,0.95,0.75
K4A1614000,5,5,0.59,0.42
K4A1246000,5,5,1.09,0.87
K4A1675000,5,5,0.56,0.41
K4A1665000,5,2,1.44,1.08
K4A1665000,5,3,1.08,0.79
K4A1665000,5,4,0.79,0.56
K4A1264000,5,1,2.83,2.22
K4A1264000,5,2,2.22,1.76
K4A1310000,5,1,2.84,2.24
K4A1310000,5,2,2.22,1.76
K4A1310000,5,3,1.76,1.38
K4A1310000,5,4,1.38,1.08
K4A1310000,5,5,1.09,0.87
K4A1652000,6,3,1.08,0.78
K4A1287000,5,4,1.41,1.11
K4A1287000,5,5,1.08,0.87
K491337000,8,2,2.96,2.53
K491337000,8,3,2.54,2.2
K491337000,8,4,2.2,1.92
K491337000,8,5,1.93,1.7
K4A0672000,7,6,1.37,1.18
K4A0672000,7,7,1.17,1.02
K4A0673000,7,1,3.22,2.6
K4A0673000,7,2,2.6,2.19
K4A0674000,7,1,3.2,2.61
K4A0675000,6,5,1.6,1.39
K4A0675000,6,6,1.38,1.22
K4A0869000,6,1,3.51,2.91
K4A0869000,6,2,2.9,2.47
K4A0869000,6,3,2.48,2.11
K481814000,6,3,1.87,1.54
K481814000,6,4,1.53,1.29
K481814000,6,5,1.28,1.07
K461881000,6,5,2.08,1.8
K461881000,6,6,1.8,1.6
K482117000,7,4,1.3,1.05
K482117000,7,5,1.05,0.86
K482117000,7,6,0.87,0.72
K4A0445000,6,6,0.61,0.51
K4A0483000,6,4,0.93,0.75
K4A0483000,6,5,0.75,0.61
K4A0483000,6,6,0.61,0.51
K4A0446000,6,2,1.51,1.19
K4A0446000,6,3,1.18,0.93
K4A0510000,7,5,1,0.85
K4A0510000,7,6,0.86,0.73
K4A1721000,6,6,0.58,0.44
K4A1702000,6,3,1.21,0.94
K4A1702000,6,4,0.94,0.73
K4A1638000,6,1,2.21,1.74
K4A1638000,6,2,1.72,1.37
K4A1380000,6,4,1.06,0.83
K4A1380000,6,5,0.83,0.65
K4A1425000,6,3,1.36,1.06
K4A1425000,6,4,1.07,0.84
K4A1644000,6,3,1.36,1.07
K4A1644000,6,4,1.06,0.84
K4A1656000,6,3,1.07,0.78
K4A1656000,6,4,0.78,0.57
K4A1657000,6,4,0.84,0.62
K4A1747000,5,2,1.44,1.05
K4A1747000,5,3,1.04,0.76
K4A1747000,5,4,0.75,0.54
K481476000,6,3,1.84,1.51
K481476000,6,4,1.51,1.27
K4A0450000,7,2,1.98,1.6
K4A0450000,7,3,1.61,1.31
K4A0450000,7,4,1.31,1.07
K491685000,7,5,0.88,0.73
K481051000,7,7,1.19,1.02
K481499000,6,6,1.19,1.02
K4A1330000,5,1,2.81,2.22
K4A1330000,5,2,2.22,1.76
K4A1468000,6,6,0.54,0.42
K4A1473000,5,5,0.57,0.42
K4A1469000,6,5,0.73,0.55
K4A1550000,4,1,1.98,1.42
K4A1550000,4,4,0.74,0.51
K4A1516000,5,4,0.86,0.62
K4A1267000,5,5,1.1,0.87
K4A1224000,5,4,1.38,1.1
K4A1224000,5,5,1.09,0.87
K4A1548000,5,4,0.82,0.62
K4A1548000,5,5,0.6,0.45
K4A1465000,5,1,1.98,1.47
K4A1223000,5,1,2.82,2.23
K4A1466000,5,1,1.95,1.46
K4A1466000,5,5,0.56,0.41
K4A1467000,6,1,2.2,1.67
K4A1607000,6,1,2.22,1.68
K4A1607000,6,2,1.68,1.29
K490426000,4,1,2.47,1.86
K490426000,4,2,1.85,1.39
K4A1471000,6,1,1.99,1.49
K4A1471000,6,2,1.49,1.15
K4A1471000,6,6,0.47,0.35
K4A1244000,5,1,2.82,2.22
K4A1674000,5,2,1.58,1.15
K4A1674000,5,3,1.15,0.84
K4A1675000,5,2,1.46,1.09
K4A1675000,5,3,1.09,0.79
K4A1665000,5,1,2.01,1.48
K4A1266000,5,1,2.78,2.22
K480922000,8,7,1.05,0.92
K480922000,8,8,0.93,0.82
K4A0867000,6,1,3.49,2.93
K4A0675000,6,2,2.61,2.18
K4A0675000,6,3,2.18,1.84
K4A0675000,6,4,1.85,1.58
K461881000,6,1,4,3.32
K461881000,6,2,3.32,2.83
K461881000,6,3,2.81,2.44
K461881000,6,4,2.39,2.09
K482117000,7,1,2.53,1.98
K482117000,7,2,1.98,1.61
K482117000,7,3,1.62,1.31
K4A0445000,6,5,0.74,0.61
K4A0446000,6,4,0.94,0.76
K4A0446000,6,5,0.74,0.61
K4A1721000,6,5,0.76,0.58
K4A1638000,6,3,1.36,1.07
K4A1638000,6,4,1.07,0.84
K4A1638000,6,6,0.65,0.51
K4A1380000,6,1,2.22,1.74
K4A1380000,6,2,1.72,1.37
K4A1380000,6,3,1.37,1.07
K4A1656000,6,1,2.02,1.46
K4A1656000,6,2,1.46,1.08
K4A1722000,5,4,0.76,0.55
K4A1755000,5,2,1.48,1.11
K4A1755000,5,3,1.11,0.83
K4A1755000,5,4,0.83,0.61
K4A1755000,5,5,0.6,0.45
K4A1878000,5,1,2,1.48
K4A1878000,5,4,0.82,0.6
K4A1878000,5,5,0.6,0.44
K4A1906000,4,3,0.95,0.65
K4A1720000,6,5,0.62,0.46
K4A1720000,6,6,0.46,0.34
K4A1777000,6,1,2.01,1.5
K4A1777000,6,2,1.48,1.11
K4A1777000,6,5,0.62,0.46
K4A1778000,6,2,1.48,1.12
K4A1778000,6,3,1.11,0.84
K4A1778000,6,4,0.83,0.62
K4A1686000,5,5,0.6,0.44
K4A1753000,5,1,2,1.45
K4A1753000,5,2,1.44,1.04
K4A1753000,5,3,1.05,0.76
K4A1753000,5,4,0.75,0.54
K4A1753000,5,5,0.54,0.39
K4A1749000,5,1,2,1.46
K4A1749000,5,2,1.43,1.06
K4A1749000,5,3,1.04,0.77
K4A1749000,5,4,0.75,0.54
K4A0527000,7,6,1.34,1.16
K4A0527000,7,7,1.16,1.01
K4A0450000,7,1,2.51,1.97
K4A0447000,7,2,1.79,1.47
K4A0447000,7,3,1.47,1.22
K4A0447000,7,4,1.22,1.02
K480330000,8,1,2.99,2.51
K491685000,7,6,0.73,0.6
K491685000,7,7,0.6,0.51
K481051000,7,2,2.83,2.33
K481051000,7,3,2.34,1.93
K481051000,7,4,1.95,1.63
K4A1473000,5,1,2,1.48
K4A1469000,6,1,2.2,1.68
K4A1469000,6,2,1.68,1.29
K4A1481000,6,1,2.18,1.66
K4A1481000,6,4,0.98,0.73
K4A1475000,5,1,2.18,1.58
K4A1475000,5,2,1.59,1.16
K4A1541000,4,1,1.99,1.42
K4A1465000,5,2,1.46,1.09
K4A1471000,6,4,0.85,0.64
K4A1471000,6,5,0.63,0.47
K4A1674000,5,1,2.17,1.59
K4A1674000,5,5,0.58,0.41
K4A1311000,5,2,2.21,1.76
K4A1311000,5,3,1.78,1.39
K4A1289000,5,4,1.38,1.09
K4A1289000,5,5,1.08,0.86
K4A1266000,5,2,2.22,1.76
K4A1266000,5,3,1.76,1.38
K4A1266000,5,4,1.38,1.1
K4A1266000,5,5,1.09,0.86
K4A1652000,6,4,0.76,0.68
K4A1652000,6,5,0.57,0.41
K4A1287000,5,1,2.78,2.23
K4A0674000,7,5,1.56,1.34
K4A0674000,7,6,1.34,1.16
K4A0674000,7,7,1.15,1.01
K490534000,7,1,2.55,2.04
K482347000,6,1,2.78,2.29
K482347000,6,2,2.29,1.88
K482347000,6,3,1.88,1.54
K482347000,6,4,1.55,1.29
K482347000,6,5,1.29,1.1
K482347000,6,6,1.08,0.91
K481814000,6,6,1.07,0.91
K482117000,7,7,0.71,0.61
K4A0445000,6,3,1.17,0.93
K4A0445000,6,4,0.93,0.75
K4A0444000,6,2,1.5,1.19
K4A0444000,6,3,1.18,0.94
K4A0505000,6,1,2.21,1.71
K4A0505000,6,2,1.7,1.37
K4A0505000,6,3,1.36,1.12
K4A1277000,6,5,1.3,1.06
K4A1277000,6,6,1.07,0.87
K4A1380000,6,6,0.65,0.51
K4A1425000,6,6,0.65,0.5
K4A1657000,6,5,0.62,0.46
K4A1722000,5,1,2.02,1.45
K4A1722000,5,5,0.54,0.39
K4A1755000,5,1,1.98,1.48
K4A1907000,4,4,0.65,0.44
K4A1778000,6,6,0.45,0.34
K4A1749000,5,5,0.54,0.39
K4A1752000,5,1,2.03,1.44
K4A1752000,5,2,1.43,1.04
K4A1752000,5,3,1.04,0.75
K4A1752000,5,4,0.76,0.54
K4A1752000,5,5,0.54,0.39
K4A1719000,5,1,2.06,1.46
K4A1719000,5,2,1.44,1.05
K4A1719000,5,3,1.05,0.76
K4A1719000,5,4,0.75,0.54
K4A1719000,5,5,0.54,0.39
K4A1903000,4,1,2,1.37
K4A1903000,4,2,1.37,0.95
K4A1903000,4,3,0.95,0.66
K4A1903000,4,4,0.65,0.45
K4A1880000,4,3,0.94,0.63
K4A1880000,4,4,0.63,0.41
K4A1871000,4,1,2.01,1.37
K4A1871000,4,2,1.37,0.94
K4A1871000,4,3,0.94,0.66
K4A1871000,4,4,0.66,0.44
K4A1608000,6,1,2.2,1.68
K4A1608000,6,2,1.68,1.29
K4A1608000,6,3,1.29,0.98
K4A1608000,6,4,0.97,0.74
K4A1608000,6,5,0.74,0.55
K4A1608000,6,6,0.55,0.42
K491504000,7,7,1.38,1.21
K4A0526000,7,1,3.03,2.46
K4A0526000,7,2,2.46,2.05
K481051000,7,1,3.53,2.84
K4A1423000,6,1,2.83,2.31
K4A1423000,6,2,2.3,1.91
K4A1423000,6,3,1.91,1.57
K4A1423000,6,4,1.58,1.29
K4A1423000,6,5,1.29,1.05
K4A1423000,6,6,1.05,0.86
K4A1330000,5,3,1.76,1.38
K4A1330000,5,4,1.38,1.09
K4A1550000,4,2,1.44,1.04
K4A1550000,4,3,1.02,0.74
K4A1541000,4,2,1.43,1.02
K4A1224000,5,2,2.22,1.77
K4A1224000,5,3,1.77,1.39
K4A1515000,5,3,1.1,0.82
K4A1551000,5,2,1.44,1.05
K4A1551000,5,3,1.05,0.75
K4A1466000,5,4,0.79,0.57
K4A1157000,6,2,2.31,1.9
K4A1157000,6,3,1.89,1.6
K4A1157000,6,4,1.6,1.3
K4A1157000,6,5,1.3,1.07
K4A1157000,6,6,1.06,0.87
K4A1614000,5,3,1.15,0.83
K4A1614000,5,4,0.83,0.59
K4A1246000,5,2,2.22,1.76
K4A1246000,5,3,1.77,1.39
K4A1246000,5,4,1.39,1.09
K4A1675000,5,1,1.98,1.46
K4A1284000,5,1,2.81,2.23
K4A1284000,5,2,2.21,1.79
K4A1665000,5,5,0.56,0.41
K4A1320000,5,1,2.81,2.22
K4A1320000,5,2,2.22,1.77
K4A1320000,5,3,1.77,1.38
K4A1320000,5,4,1.39,1.09
K4A1320000,5,5,1.09,0.86
K4A1079000,5,5,1.08,0.86
K4A1286000,5,3,1.77,1.38
K4A1286000,5,4,1.39,1.09
K4A1286000,5,5,1.08,0.86
K4A1264000,5,3,1.77,1.39
K4A1264000,5,4,1.39,1.09
K4A1292000,5,3,1.77,1.39
K4A1292000,5,4,1.39,1.09
K4A1292000,5,5,1.09,0.86
K491337000,8,6,1.71,1.51
K491337000,8,7,1.51,1.33
K491337000,8,8,1.32,1.17
K4A0867000,6,2,2.92,2.49
K4A0676000,7,2,2.6,2.18
K4A0676000,7,3,2.18,1.83
K4A0676000,7,4,1.84,1.56
K4A0676000,7,5,1.56,1.34
K4A0676000,7,6,1.34,1.15
K4A0676000,7,7,1.16,1.03
K4A0508000,7,6,0.86,0.73
K4A0508000,7,7,0.72,0.62
K490534000,7,2,2.02,1.67
K490410000,7,1,3.05,2.54
K4A0788000,7,5,1.63,1.42
K4A0788000,7,6,1.41,1.24
K4A0788000,7,7,1.24,1.12
K4A0483000,6,1,2.02,1.51
K4A0505000,6,4,1.12,0.91
K4A0505000,6,5,0.89,0.73
K4A0446000,6,6,0.61,0.51
K4A1277000,6,1,2.79,2.32
K4A1277000,6,2,2.31,1.92
K4A1277000,6,3,1.91,1.59
K4A1277000,6,4,1.58,1.3
K4A1721000,6,4,1,0.76
K4A1702000,6,1,2.02,1.55
K4A1702000,6,2,1.54,1.21
K4A1425000,6,5,0.84,0.66
K4A1657000,6,1,2.01,1.49
K4A1780000,6,1,1.99,1.51
K4A1900000,4,3,0.94,0.65
K4A1907000,4,1,1.99,1.37
K4A1907000,4,2,1.37,0.94
K4A1907000,4,3,0.94,0.65
K4A1850000,4,2,1.37,0.95
K4A1850000,4,3,0.94,0.65
K4A1850000,4,4,0.66,0.45
K4A1778000,6,1,2.01,1.48
K4A1877000,4,2,1.36,0.95
K4A1880000,4,1,1.99,1.38
K4A1880000,4,2,1.37,0.94
K4A1746000,5,1,2,1.47
K481476000,6,5,1.27,1.07
K481476000,6,6,1.07,0.91
K4A0447000,7,5,1.01,0.85
K4A0447000,7,6,0.84,0.71
K480330000,8,2,2.43,2
K480330000,8,3,2.01,1.67
K480330000,8,4,1.67,1.42
K480330000,8,5,1.42,1.21
K4A1306000,6,4,1.59,1.31
K4A1306000,6,5,1.32,1.09
K4A1306000,6,6,1.09,0.9
K4A1468000,6,1,2.15,1.7
K4A1468000,6,2,1.68,1.29
K4A1468000,6,3,1.29,0.97
K4A1516000,5,1,2.22,1.6
K4A1267000,5,1,2.81,2.21
K4A1267000,5,2,2.21,1.76
K4A1267000,5,3,1.75,1.41
K4A1267000,5,4,1.4,1.09
K4A1541000,4,3,1.01,0.73
K4A1541000,4,4,0.73,0.51
K4A1515000,5,5,0.6,0.44
K4A1551000,5,5,0.54,0.38
K4A1548000,5,1,2,1.48
K4A1548000,5,2,1.48,1.11
K4A1548000,5,3,1.1,0.83
K4A1465000,5,5,0.57,0.42
K4A1223000,5,4,1.4,1.09
K4A1223000,5,5,1.09,0.87
K4A1538000,5,1,2.21,1.66
K4A1538000,5,2,1.66,1.27
K4A0602000,5,1,2,1.5
K4A0602000,5,2,1.5,1.14
K4A1573000,5,1,2.1,1.45
K4A1573000,5,2,1.44,1.06
K4A1573000,5,3,1.06,0.76
K4A1613000,5,3,1.15,0.82
K4A1613000,5,4,0.82,0.59
K4A1471000,6,3,1.13,0.84
K4A1244000,5,5,1.09,0.87
K4A1674000,5,4,0.82,0.59
K4A1675000,5,4,0.79,0.57
K4A1079000,5,3,1.77,1.39
K4A1079000,5,4,1.39,1.09
K4A1652000,6,6,0.41,0.29
K4A1287000,5,2,2.2,1.79
K4A1287000,5,3,1.77,1.4
K480922000,8,1,3.05,2.44
K480922000,8,2,2.44,2
K480922000,8,3,2.01,1.68
K4A0672000,7,4,1.91,1.62
K4A0672000,7,5,1.62,1.37
K4A0676000,7,1,3.2,2.6
K4A0674000,7,2,2.6,2.17
K4A0674000,7,3,2.18,1.84
K4A0674000,7,4,1.84,1.56
K4A0675000,6,1,3.21,2.6
K4A0508000,7,1,2.23,1.8
K490534000,7,6,0.98,0.84
K490534000,7,7,0.84,0.72
K490410000,7,5,1.57,1.33
K490410000,7,6,1.34,1.14
K490410000,7,7,1.15,1.03
K4A0788000,7,2,2.63,2.27
K4A0788000,7,3,2.26,1.91
K4A0788000,7,4,1.91,1.62
K491832000,7,1,4.8,3.84
K491832000,7,2,3.84,3.26
K491832000,7,6,2,1.74
K491832000,7,7,1.74,1.54
K461885000,5,2,3.35,2.9
K461885000,5,3,2.88,2.56
K461885000,5,4,2.54,2.22
K461885000,5,5,2.23,2.01
K4A0789000,6,1,3.2,2.6
K4A0789000,6,2,2.61,2.16
K4A0789000,6,6,1.28,1.11
K4A0483000,6,2,1.52,1.19
K4A0483000,6,3,1.19,0.94
K4A0505000,6,6,0.74,0.62
K4A0446000,6,1,2,1.51
K4A0510000,7,2,1.77,1.45
K4A0510000,7,3,1.45,1.21
K4A0510000,7,4,1.21,1.01
K4A0510000,7,7,0.72,0.62
K4A1702000,6,5,0.73,0.57
K4A1702000,6,6,0.56,0.43
K4A1638000,6,5,0.84,0.65
K4A1425000,6,1,2.24,1.73
K4A1425000,6,2,1.73,1.37
K4A1644000,6,5,0.83,0.65
K4A1644000,6,6,0.65,0.5
K4A1236000,5,3,1.76,1.38
K4A1236000,5,4,1.39,1.08
K4A1473000,5,2,1.46,1.08
K4A1473000,5,3,1.08,0.79
